index	tourEndTo	tourIndex	tourStartTo	tourEndFrom	tourEndRange	tourStartFrom	tourStartRange	text	place	travelIndex	travelEndDay	travelEndYear	travelStartDay	travelEndMonth	travelStartYear	travelStartMonth	lng	lat	forced	lte	gte	parent
570	1729	1	1728	1729	FALSE	1728	FALSE	Naples (late Dec. 1728-)	Naples	2	0	1728	0	12	1728	12	14.2681244	40.8517746	FALSE			
570	1729	1	1728	1729	FALSE	1728	FALSE	Rome (-by 3 Mar. 1729)	Rome	3	3	1729	3	3	1729	3	12.4801802	41.8723889	FALSE			
571	1702	1	1702	1702	FALSE	1702	FALSE	Padua (19 Jul: Brown 1191)	Padua	1	19	1702	19	7	1702	7	11.8767611	45.4064349	FALSE			
572	1717	1	1688	1717	FALSE	1688	FALSE	Venice	Venice	1	0	0	0	0	0	0	12.3155151	45.4408474	FALSE	1717-0-0	1688-0-0	
573	1760	1	1757	1760	FALSE	1757	FALSE	Turin (Feb. 1757)	Turin	1	0	1757	0	2	1757	2	7.6868565	45.070312	FALSE			
573	1760	1	1757	1760	FALSE	1757	FALSE	Venice	Venice	2	0	0	0	0	0	0	12.3155151	45.4408474	FALSE	1757-6-0	1757-2-0	
573	1760	1	1757	1760	FALSE	1757	FALSE	Padua (Jun. 1757)	Padua	3	0	1757	0	6	1757	6	11.8767611	45.4064349	FALSE			
573	1760	1	1757	1760	FALSE	1757	FALSE	Rome (by 5 Apr.-Dec. 1758-)	Rome	4	0	1758	5	12	1758	4	12.4801802	41.8723889	FALSE			
573	1760	1	1757	1760	FALSE	1757	FALSE	Florence (Jun. 1760)	Florence	5	0	1760	0	6	1760	6	11.2480006	43.7710332	FALSE			
573	1760	1	1757	1760	FALSE	1757	FALSE	Turin (by 4 Nov.)	Turin	6	4	1760	4	11	1760	11	7.6868565	45.070312	FALSE			
574	1727	1	1725	1727	FALSE	1725	FALSE	Rome (by 22 Dec. 1725-May 1726)	Rome	1	0	1726	22	5	1725	12	12.4801802	41.8723889	FALSE			
574	1727	1	1725	1727	FALSE	1725	FALSE	Padua (10 Jun.)	Padua	2	10	1726	10	6	1726	6	11.8767611	45.4064349	FALSE			
574	1727	1	1725	1727	FALSE	1725	FALSE	Florence	Florence	3	0	0	0	0	0	0	11.2480006	43.7710332	FALSE	1726-11-16	1726-6-10	
574	1727	1	1725	1727	FALSE	1725	FALSE	Rome (by 16 Nov. 1726-28 Apr. 1727)	Rome	4	28	1727	16	4	1726	11	12.4801802	41.8723889	FALSE			
575	1763	1	1753	1763	FALSE	1753	FALSE	"Venice (c.1753,-Jul. 1763)"	Venice	1	0	0	0	0	0	0	12.3155151	45.4408474	FALSE	1755-4-28	1753-0-0	
575	1763	1	1753	1763	FALSE	1753	FALSE	Rome (-28 Apr. 1755)	Rome	1	28	1755	28	4	1755	4	12.4801802	41.8723889				1
575	1763	1	1753	1763	FALSE	1753	FALSE	Naples (-25 Mar. 1760)	Naples	2	25	1760	25	3	1760	3	14.2681244	40.8517746				1
575	1763	1	1753	1763	FALSE	1753	FALSE	Florence (Aug. 1761)	Florence	3	0	1761	0	8	1761	8	11.2480006	43.7710332				1
575	1763	1	1753	1763	FALSE	1753	FALSE	Bologna (Mar. 1763)	Bologna	4	0	1763	0	3	1763	3	11.3426163	44.494887				1
575	1763	1	1753	1763	FALSE	1753	FALSE	Padua (13 Jul. 1763)	Padua	1	13	1763	13	7	1763	7	11.8767611	45.4064349	FALSE			
577	1755	1	1754	1755	FALSE	1754	FALSE	Florence (-8 Nov. 1754)	Florence	2	8	1754	8	11	1754	11	11.2480006	43.7710332	FALSE			
577	1755	1	1754	1755	FALSE	1754	FALSE	Rome (Nov. 1754-Aug. 1755)	Rome	3	0	1755	0	8	1754	11	12.4801802	41.8723889	FALSE			
577	1755	1	1754	1755	FALSE	1754	FALSE	Naples (by 22 Jul. 1755)	Naples	1	22	1755	22	7	1755	7	14.2681244	40.8517746				3
580	1720	1	1720	1720	FALSE	1720	FALSE	"Rome (living with William Radcliffe, in the Strada Gregoriana; AVR SA, S.Andrea delle Fratte)"	Rome	1	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1720-0-0	1720-0-0	
582	1782	1	1782	1782	FALSE	1782	FALSE	Venice (19 Apr.; ASV IS 760)	Venice	1	19	1782	19	4	1782	4	12.3155151	45.4408474	FALSE			
583	1738	1	1738	1738	FALSE	1738	FALSE	Rome (Jan.)	Rome	1	0	1738	0	1	1738	1	12.4801802	41.8723889	FALSE			
583	1738	1	1738	1738	FALSE	1738	FALSE	Bologna	Bologna	2	0	0	0	0	0	0	11.3426163	44.494887	FALSE	1738-0-0	1738-1-0	
587	1766	1	1765	1766	FALSE	1765	FALSE	Genoa (Dec. 1765)	Genoa	1	0	1765	0	12	1765	12	8.946256	44.4056499	FALSE			
587	1766	1	1765	1766	FALSE	1765	FALSE	Naples (by Mar. 1766)	Naples	2	0	1766	0	3	1766	3	14.2681244	40.8517746	FALSE			
587	1766	1	1765	1766	FALSE	1765	FALSE	Rome	Rome	3	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1766-7-0	1766-3-0	
587	1766	1	1765	1766	FALSE	1765	FALSE	Florence (Jul.)	Florence	4	0	1766	0	7	1766	7	11.2480006	43.7710332	FALSE			
587	1766	1	1765	1766	FALSE	1765	FALSE	Venice (by 27 Sep.)	Venice	5	27	1766	27	9	1766	9	12.3155151	45.4408474	FALSE			
587	1766	1	1765	1766	FALSE	1765	FALSE	Padua	Padua	6	0	0	0	0	0	0	11.8767611	45.4064349	FALSE	1771-0-0	1766-9-27	
587	1766	1	1765	1766	FALSE	1765	FALSE	Verona	Verona	7	0	0	0	0	0	0	10.9916215	45.4383842	FALSE	1771-0-0	1766-9-27	
587	1772	2	1770	1772	FALSE	1770	FALSE	Rome (1771)	Rome	1	0	1771	0	0	1771	0	12.4801802	41.8723889	FALSE			
587	1772	2	1770	1772	FALSE	1770	FALSE	Padua (winter 1771-2)	Padua	2	0	0	0	0	0	0	11.8767611	45.4064349	FALSE	1777-9-0	1771-0-0	
587	1779	3	1777	1779	FALSE	1777	FALSE	Verona (Sep. 1777)	Verona	1	0	1777	0	9	1777	9	10.9916215	45.4383842	FALSE			
587	1779	3	1777	1779	FALSE	1777	FALSE	Valdagno (twenty days)	Valdagno	2	0	0	0	0	0	0	11.3024802	45.6448315	FALSE	1777-11-0	1777-9-0	
587	1779	3	1777	1779	FALSE	1777	FALSE	Vicenza	Vicenza	3	0	0	0	0	0	0	11.5354214	45.5454787	FALSE	1777-11-0	1777-9-0	
587	1779	3	1777	1779	FALSE	1777	FALSE	Padua	Padua	4	0	0	0	0	0	0	11.8767611	45.4064349	FALSE	1777-11-0	1777-9-0	
587	1779	3	1777	1779	FALSE	1777	FALSE	Bologna	Bologna	5	0	0	0	0	0	0	11.3426163	44.494887	FALSE	1777-11-0	1777-9-0	
587	1779	3	1777	1779	FALSE	1777	FALSE	Florence	Florence	6	0	0	0	0	0	0	11.2480006	43.7710332	FALSE	1777-11-0	1777-9-0	
587	1779	3	1777	1779	FALSE	1777	FALSE	Siena	Siena	7	0	0	0	0	0	0	11.3307574	43.318809	FALSE	1777-11-0	1777-9-0	
587	1779	3	1777	1779	FALSE	1777	FALSE	Rome (by mid-Nov. 1777-22 Dec. 1778)	Rome	8	22	1778	0	12	1777	11	12.4801802	41.8723889	FALSE			
587	1779	3	1777	1779	FALSE	1777	FALSE	Castel Gandolfo (May-Sep.)	Castel Gandolfo	1	0	1778	0	9	1778	5	12.6485192	41.7497932				8
587	1779	3	1777	1779	FALSE	1777	FALSE	Naples (by 5 Jan.-Mar. 1779)	Naples	1	0	1779	5	3	1779	1	14.2681244	40.8517746	FALSE			
587	1779	3	1777	1779	FALSE	1777	FALSE	Rome (-10 Apr.)	Rome	2	10	1779	10	4	1779	4	12.4801802	41.8723889	FALSE			
587	1786	4	1785	1786	FALSE	1785	FALSE	Genoa	Genoa	1	0	0	0	0	0	0	8.946256	44.4056499	FALSE	1785-12-28	1779-4-10	
587	1786	4	1785	1786	FALSE	1785	FALSE	Leghorn (28 Dec. 1785)	Leghorn	2	28	1785	28	12	1785	12	10.416111	43.520833	FALSE			
587	1786	4	1785	1786	FALSE	1785	FALSE	Florence (by 7 Jan. 1786)	Florence	3	7	1786	7	1	1786	1	11.2480006	43.7710332	FALSE			
587	1786	4	1785	1786	FALSE	1785	FALSE	Rome (8 Feb.-)	Rome	4	8	1786	8	2	1786	2	12.4801802	41.8723889	FALSE			
587	1786	4	1785	1786	FALSE	1785	FALSE	Naples (?)	Naples	5	0	0	0	0	0	0	14.2681244	40.8517746	FALSE	1786-6-0	1786-2-8	
587	1786	4	1785	1786	FALSE	1785	FALSE	Rome	Rome	6	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1786-6-0	1786-2-8	
587	1786	4	1785	1786	FALSE	1785	FALSE	Florence (Jun.)	Florence	7	0	1786	0	6	1786	6	11.2480006	43.7710332	FALSE			
587	1786	4	1785	1786	FALSE	1785	FALSE	Tuscany (summer)	Tuscany	8	0	0	0	0	0	0	11.2486208	43.7710513	FALSE	1789-12-0	1786-6-0	
587	1790	5	1789	1790	FALSE	1789	FALSE	Rome (Dec. 1789)	Rome	1	0	1789	0	12	1789	12	12.4801802	41.8723889	FALSE			
587	1790	5	1789	1790	FALSE	1789	FALSE	Naples (-Mar. 1790)	Naples	2	0	1790	0	3	1790	3	14.2681244	40.8517746	FALSE			
587	1790	5	1789	1790	FALSE	1789	FALSE	Rome (Mar.-Jun.)	Rome	3	0	1790	0	6	1790	3	12.4801802	41.8723889	FALSE			
587	1790	5	1789	1790	FALSE	1789	FALSE	Florence (4 Jun.)	Florence	4	4	1790	4	6	1790	6	11.2480006	43.7710332	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Aosta (Feb. 1794)	Aosta	2	0	1794	0	2	1794	2	7.3130762	45.7349551	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Siena	Siena	3	0	0	0	0	0	0	11.3307574	43.318809	FALSE	1794-5-0	1794-2-0	
587	1803	6	1794	1803	FALSE	1794	FALSE	Florence (May)	Florence	4	0	1794	0	5	1794	5	11.2480006	43.7710332	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Siena (Aug.)	Siena	5	0	1794	0	8	1794	8	11.3307574	43.318809	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Rome (Nov. 1794)	Rome	6	0	1794	0	11	1794	11	12.4801802	41.8723889	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Naples (by Mar. 1795)	Naples	7	0	1795	0	3	1795	3	14.2681244	40.8517746	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Bologna (Nov.)	Bologna	9	0	1795	0	11	1795	11	11.3426163	44.494887	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Naples (Dec. 1795-23 Apr. 1796)	Naples	10	23	1796	0	4	1795	12	14.2681244	40.8517746	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Rome (24 May-Jun.)	Rome	11	0	1796	24	6	1796	5	12.4801802	41.8723889	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Rovigo	Rovigo	12	0	0	0	0	0	0	11.7902158	45.0698118	FALSE	1796-6-16	1796-6-0	
587	1803	6	1794	1803	FALSE	1794	FALSE	Padua (16 Jun.)	Padua	13	16	1796	16	6	1796	6	11.8767611	45.4064349	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Venice (20 Jun.)	Venice	14	20	1796	20	6	1796	6	12.3155151	45.4408474	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Primolano (23 Jun.)	Primolano	15	23	1796	23	6	1796	6	11.7095642	45.9646956	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Venice (12 Feb. 1797)	Venice	16	12	1797	12	2	1797	2	12.3155151	45.4408474	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Venice (Jan.)	Venice	17	0	1797	0	1	1797	1	12.3155151	45.4408474	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Padua (Feb.-Mar.)	Padua	18	0	1797	0	3	1797	2	11.8767611	45.4064349	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Venice (18 Mar.- Apr.)	Venice	19	0	1797	18	4	1797	3	12.3155151	45.4408474	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Padua (Mar.)	Padua	20	0	1797	0	3	1797	3	11.8767611	45.4064349	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Venice	Venice	21	0	0	0	0	0	0	12.3155151	45.4408474	FALSE	1801-1-0	1797-3-0	
587	1803	6	1794	1803	FALSE	1794	FALSE	Naples (winter 1799-1800)	Naples	22	0	0	0	0	0	0	14.2681244	40.8517746	FALSE	1801-1-0	1797-3-0	
587	1803	6	1794	1803	FALSE	1794	FALSE	Florence	Florence	23	0	0	0	0	0	0	11.2480006	43.7710332	FALSE	1801-1-0	1797-3-0	
587	1803	6	1794	1803	FALSE	1794	FALSE	Siena (summer 1800)	Siena	24	0	0	0	0	0	0	11.3307574	43.318809	FALSE	1801-1-0	1797-3-0	
587	1803	6	1794	1803	FALSE	1794	FALSE	Rome (Jan.-Jun. 1801)	Rome	25	0	1801	0	6	1801	1	12.4801802	41.8723889	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Naples (Jun.-Sep.)	Naples	26	0	1801	0	9	1801	6	14.2681244	40.8517746	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Rome (winter 1801-2)	Rome	27	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1801-6-0	1801-9-0	
587	1803	6	1794	1803	FALSE	1794	FALSE	Naples (Jun.-Nov.)	Naples	28	0	1801	0	11	1801	6	14.2681244	40.8517746	FALSE			
587	1803	6	1794	1803	FALSE	1794	FALSE	Rome (winter 1802-d. 8 Jul. 1803)	Rome	29	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1803-0-0	1801-11-0	
589	1754	1	1754	1754	FALSE	1754	FALSE	Capua (26 Aug.; ASN CRA 1257)	Capua	1	26	1754	26	8	1754	8	14.2130486	41.1061258	FALSE			
590	1716	1	1716	1716	FALSE	1716	FALSE	Padua (7 Dec.; Brown 1517)	Padua	1	7	1716	7	12	1716	12	11.8767611	45.4064349	FALSE			
591	1734	1	1734	1734	FALSE	1734	FALSE	Rome (by 23 Jan.-1 Apr.)	Rome	1	1	1734	23	4	1734	1	12.4801802	41.8723889	FALSE			
591	1734	1	1734	1734	FALSE	1734	FALSE	Padua (13 Apr.)	Padua	2	13	1734	13	4	1734	4	11.8767611	45.4064349	FALSE			
591	1734	1	1734	1734	FALSE	1734	FALSE	Venice (-by 30 Apr.)	Venice	3	30	1734	30	4	1734	4	12.3155151	45.4408474	FALSE			
591	1734	1	1734	1734	FALSE	1734	FALSE	Turin (by 25 Jun.)	Turin	4	25	1734	25	6	1734	6	7.6868565	45.070312	FALSE			
592	1737	1	1736	1737	FALSE	1736	FALSE	Leghorn	Leghorn	1	0	0	0	0	0	0	10.416111	43.520833	FALSE	1736-10-0	1736-0-0	
592	1737	1	1736	1737	FALSE	1736	FALSE	Lucca	Lucca	2	0	0	0	0	0	0	10.4950609	43.8376211	FALSE	1736-10-0	1736-0-0	
592	1737	1	1736	1737	FALSE	1736	FALSE	Florence (Oct.-24 Dec. 1736)	Florence	3	24	1736	0	12	1736	10	11.2480006	43.7710332	FALSE			
592	1737	1	1736	1737	FALSE	1736	FALSE	Siena	Siena	4	0	0	0	0	0	0	11.3307574	43.318809	FALSE	1737-1-0	1736-12-24	
592	1737	1	1736	1737	FALSE	1736	FALSE	Rome (Jan.-Mar. 1737)	Rome	5	0	1737	0	3	1737	1	12.4801802	41.8723889	FALSE			
592	1737	1	1736	1737	FALSE	1736	FALSE	"Naples (Mar., Jun.)"	Naples	6	0	0	0	0	0	0	14.2681244	40.8517746	FALSE	1737-8-25	1737-3-0	
592	1737	1	1736	1737	FALSE	1736	FALSE	Bologna (by 25 Aug.)	Bologna	7	25	1737	25	8	1737	8	11.3426163	44.494887	FALSE			
592	1737	1	1736	1737	FALSE	1736	FALSE	Loreto	Loreto	8	0	0	0	0	0	0	13.6065668	43.4396423	FALSE	1737-9-0	1737-8-25	
592	1737	1	1736	1737	FALSE	1736	FALSE	Venice (Sep.)	Venice	9	0	1737	0	9	1737	9	12.3155151	45.4408474	FALSE			
593	1738	1	1738	1738	FALSE	1738	FALSE	Rome (18 Feb.: the only Englishman not to attend a supper on the last day of Roman Carnival; Sinclair jnl.MSS)	Rome	1	18	1738	18	2	1738	2	12.4801802	41.8723889	FALSE			
594	1726	1	1726	1726	FALSE	1726	FALSE	"Padua (6 Aug.; Sep.; Brown 1820,Andrich 168)"	Padua	1	6	1726	6	8	1726	8	11.8767611	45.4064349	FALSE			
596	1714	1	1714	1714	FALSE	1714	FALSE	Padua (4 Aug.; Brown 1433)	Padua	1	4	1714	4	8	1714	8	11.8767611	45.4064349	FALSE			
598	1725	1	1724	1725	FALSE	1724	FALSE	Venice (Sep. 1724)	Venice	1	0	1724	0	9	1724	9	12.3155151	45.4408474	FALSE			
598	1725	1	1724	1725	FALSE	1724	FALSE	Padua (15 Sep.)	Padua	2	15	1724	15	9	1724	9	11.8767611	45.4064349	FALSE			
598	1725	1	1724	1725	FALSE	1724	FALSE	Bologna (by 8 Nov. 1724)	Bologna	3	8	1724	8	11	1724	11	11.3426163	44.494887	FALSE			
598	1725	1	1724	1725	FALSE	1724	FALSE	Rome (-1 Mar. 1725)	Rome	4	1	1725	1	3	1725	3	12.4801802	41.8723889	FALSE			
598	1725	1	1724	1725	FALSE	1724	FALSE	Naples (Mar.)	Naples	5	0	1725	0	3	1725	3	14.2681244	40.8517746	FALSE			
598	1725	1	1724	1725	FALSE	1724	FALSE	Parma (by 1 Jun.)	Parma	6	1	1725	1	6	1725	6	10.3279036	44.801485	FALSE			
598	1725	1	1724	1725	FALSE	1724	FALSE	Venice (Jul.-Aug.)	Venice	7	0	1725	0	8	1725	7	12.3155151	45.4408474	FALSE			
599	1758	1	1758	1758	FALSE	1758	FALSE	based at Leghorn (from 25 Sep.)	based at Leghorn	1	0	0	0	0	0	0			FALSE	1758-0-0	1758-0-0	
600	1774	1	1774	1774	FALSE	1774	FALSE	Florence (by 26 Feb.)	Florence	1	26	1774	26	2	1774	2	11.2480006	43.7710332	FALSE			
600	1774	1	1774	1774	FALSE	1774	FALSE	Venice (14 Mar.)	Venice	2	14	1774	14	3	1774	3	12.3155151	45.4408474	FALSE			
601	1758	1	1758	1758	FALSE	1758	FALSE	Turin (by 20 Jan.-Jun.)	Turin	1	0	1758	20	6	1758	1	7.6868565	45.070312	FALSE			
603	1759	1	1759	1759	FALSE	1759	FALSE	Padua (5 Feb.)	Padua	1	5	1759	5	2	1759	2	11.8767611	45.4064349	FALSE			
603	1759	1	1759	1759	FALSE	1759	FALSE	Florence	Florence	2	0	0	0	0	0	0	11.2480006	43.7710332	FALSE	1759-0-0	1759-2-5	
604	1723	1	1722	1723	FALSE	1722	FALSE	Florence (by 1 Sep. 1722)	Florence	1	1	1722	1	9	1722	9	11.2480006	43.7710332	FALSE			
604	1723	1	1722	1723	FALSE	1722	FALSE	Siena (12-14 Oct.)	Siena	2	14	1722	12	10	1722	10	11.3307574	43.318809	FALSE			
604	1723	1	1722	1723	FALSE	1722	FALSE	Rome (Dec. 1722-14 Feb. 1723)	Rome	3	14	1723	0	2	1722	12	12.4801802	41.8723889	FALSE			
604	1723	1	1722	1723	FALSE	1722	FALSE	Naples (Feb.-Mar.)	Naples	4	0	1723	0	3	1723	2	14.2681244	40.8517746	FALSE			
604	1723	1	1722	1723	FALSE	1722	FALSE	Rome (13 Mar.-5 Apr.-)	Rome	5	5	1723	13	4	1723	3	12.4801802	41.8723889	FALSE			
605	1784	1	1782	1784	FALSE	1782	FALSE	Turin (6-19 Nov.)	Turin	2	19	1782	6	11	1782	11	7.6868565	45.070312	FALSE			
605	1784	1	1782	1784	FALSE	1782	FALSE	Florence (2 Dec. 1782-15 Jan. 1783)	Florence	3	15	1783	2	1	1782	12	11.2480006	43.7710332	FALSE			
605	1784	1	1782	1784	FALSE	1782	FALSE	Rome (23 Jan.-Feb.)	Rome	4	0	1783	23	2	1783	1	12.4801802	41.8723889	FALSE			
605	1784	1	1782	1784	FALSE	1782	FALSE	Naples (10 Mar.-2 May)	Naples	5	2	1783	10	5	1783	3	14.2681244	40.8517746	FALSE			
605	1784	1	1782	1784	FALSE	1782	FALSE	Sicily (May)	Sicily	6	0	1783	0	5	1783	5	14.0153557	37.5999938	FALSE			
605	1784	1	1782	1784	FALSE	1782	FALSE	Naples (Jun.)	Naples	7	0	1783	0	6	1783	6	14.2681244	40.8517746	FALSE			
605	1784	1	1782	1784	FALSE	1782	FALSE	Rome (27 Jun.)	Rome	8	27	1783	27	6	1783	6	12.4801802	41.8723889	FALSE			
605	1784	1	1782	1784	FALSE	1782	FALSE	Florence (Oct.-Dec. 1783)	Florence	9	0	1783	0	12	1783	10	11.2480006	43.7710332	FALSE			
605	1784	1	1782	1784	FALSE	1782	FALSE	Milan (by 20 Jun. 1784)	Milan	10	20	1784	20	6	1784	6	9.1859243	45.4654219	FALSE			
606	1797	1	1797	1797	FALSE	1797	FALSE	"Naples (he had acted as cicisbeo to 'Princess Peterpersie' for two weeks; Artaud letter bk.MSS, 15 Dec. 1797)"	Naples	1	0	0	0	0	0	0	14.2681244	40.8517746	FALSE	1797-0-0	1797-0-0	
607	1765	1	1757	1765	FALSE	1757	FALSE	Rome (1757-Dec. 1762)	Rome	1	0	0	0	0	0	0	12.4801802	41.8723889	FALSE	1763-1-8	1757-0-0	
607	1765	1	1757	1765	FALSE	1757	FALSE	Venice (8 Jan. 1763-Aug. 1764)	Venice	2	0	1764	8	8	1763	1	12.3155151	45.4408474	FALSE			
607	1765	1	1757	1765	FALSE	1757	FALSE	Parma (12 Aug.)	Parma	3	12	1764	12	8	1764	8	10.3279036	44.801485	FALSE			
607	1765	1	1757	1765	FALSE	1757	FALSE	Bologna (19 Sep.)	Bologna	4	19	1764	19	9	1764	9	11.3426163	44.494887	FALSE			
607	1765	1	1757	1765	FALSE	1757	FALSE	Rome (by 21 Sep. 1764-Jan. 1766)	Rome	5	0	1766	21	1	1764	9	12.4801802	41.8723889	FALSE			
608	1719	1	1719	1719	FALSE	1719	FALSE	"Leghorn (monument dated 1719 to four children of Ichabod,Mary Bronwich of London; Leghorn Inscr., 27)"	Leghorn	1	0	0	0	0	0	0	10.416111	43.520833	FALSE	1719-0-0	1719-0-0	
610	1739	1	1739	1739	FALSE	1739	FALSE	Florence (by 22 Feb.)	Florence	1	22	1739	22	2	1739	2	11.2480006	43.7710332	FALSE			
610	1739	1	1739	1739	FALSE	1739	FALSE	Rome (by 18 Apr.-Jun.)	Rome	2	0	1739	18	6	1739	4	12.4801802	41.8723889	FALSE			
611	1784	1	1783	1784	FALSE	1783	FALSE	Turin (21 Nov.)	Turin	2	21	1783	21	11	1783	11	7.6868565	45.070312	FALSE			
611	1784	1	1783	1784	FALSE	1783	FALSE	Genoa	Genoa	3	0	0	0	0	0	0	8.946256	44.4056499	FALSE	1783-12-9	1783-11-21	
611	1784	1	1783	1784	FALSE	1783	FALSE	Modena	Modena	4	0	0	0	0	0	0	10.9200867	44.6488366	FALSE	1783-12-9	1783-11-21	
611	1784	1	1783	1784	FALSE	1783	FALSE	Florence (9-30 Dec.)	Florence	5	30	1783	9	12	1783	12	11.2480006	43.7710332	FALSE			
611	1784	1	1783	1784	FALSE	1783	FALSE	Pisa (31 Dec. 1783)	Pisa	6	31	1783	31	12	1783	12	10.4016888	43.7228386	FALSE			
611	1784	1	1783	1784	FALSE	1783	FALSE	Rome (8-15 Jan. 1784)	Rome	7	15	1784	8	1	1784	1	12.4801802	41.8723889	FALSE			
611	1784	1	1783	1784	FALSE	1783	FALSE	Naples (16 Jan.-Feb.)	Naples	8	0	1784	16	2	1784	1	14.2681244	40.8517746	FALSE			
611	1784	1	1783	1784	FALSE	1783	FALSE	Rome (Feb.-1 May)	Rome	9	1	1784	0	5	1784	2	12.4801802	41.8723889	FALSE			
611	1784	1	1783	1784	FALSE	1783	FALSE	Spoleto	Spoleto	10	0	0	0	0	0	0	12.7344664	42.7305146	FALSE	1784-5-8	1784-5-1	
611	1784	1	1783	1784	FALSE	1783	FALSE	Foligno	Foligno	11	0	0	0	0	0	0	12.7014749	42.9508683	FALSE	1784-5-8	1784-5-1	
611	1784	1	1783	1784	FALSE	1783	FALSE	Loreto	Loreto	12	0	0	0	0	0	0	13.6065668	43.4396423	FALSE	1784-5-8	1784-5-1	
611	1784	1	1783	1784	FALSE	1783	FALSE	Florence (8-11 May)	Florence	13	11	1784	8	5	1784	5	11.2480006	43.7710332	FALSE			
611	1784	1	1783	1784	FALSE	1783	FALSE	Bologna (by 12 May)	Bologna	14	12	1784	12	5	1784	5	11.3426163	44.494887	FALSE			
611	1784	1	1783	1784	FALSE	1783	FALSE	Venice (18 May-1 Jun.)	Venice	15	1	1784	18	6	1784	5	12.3155151	45.4408474	FALSE			
611	1784	1	1783	1784	FALSE	1783	FALSE	Padua	Padua	16	0	0	0	0	0	0	11.8767611	45.4064349	FALSE	1784-6-2	1784-6-1	
611	1784	1	1783	1784	FALSE	1783	FALSE	Vicenza	Vicenza	17	0	0	0	0	0	0	11.5354214	45.5454787	FALSE	1784-6-2	1784-6-1	
611	1784	1	1783	1784	FALSE	1783	FALSE	Verona (2 Jun.)	Verona	18	2	1784	2	6	1784	6	10.9916215	45.4383842	FALSE			
611	1784	1	1783	1784	FALSE	1783	FALSE	Brescia	Brescia	19	0	0	0	0	0	0	10.2118019	45.5415526	FALSE	1784-6-5	1784-6-2	
611	1784	1	1783	1784	FALSE	1783	FALSE	Bergamo	Bergamo	20	0	0	0	0	0	0	9.6772698	45.6982642	FALSE	1784-6-5	1784-6-2	
611	1784	1	1783	1784	FALSE	1783	FALSE	Milan (5 Jun.-d. 19 Jul.)	Milan	21	0	1784	5	7	1784	6	9.1859243	45.4654219	FALSE			
612	1797	1	1786	1797	FALSE	1786	FALSE	Leghorn (12 Jan. 1786-28 Nov. 1797)	Leghorn	1	28	1797	12	11	1786	1	10.416111	43.520833	FALSE			
612	1797	1	1786	1797	FALSE	1786	FALSE	Siena	Siena	1	0	0	0	0	0	0	11.3307574	43.318809		1794-4-28	1797-11-28	1
612	1797	1	1786	1797	FALSE	1786	FALSE	Rome	Rome	2	0	0	0	0	0	0	12.4801802	41.8723889		1794-4-28	1797-11-28	1
612	1797	1	1786	1797	FALSE	1786	FALSE	Naples (28 Apr.-mid-Jun. 1794)	Naples	3	0	1794	28	6	1794	4	14.2681244	40.8517746				1
612	1797	1	1786	1797	FALSE	1786	FALSE	Rome (1 Jul. 1794)	Rome	4	1	1794	1	7	1794	7	12.4801802	41.8723889				1
612	1797	1	1786	1797	FALSE	1786	FALSE	Pisa (Jul. 1795-Mar. 1796)	Pisa	5	0	1796	0	3	1795	7	10.4016888	43.7228386				1
612	1797	1	1786	1797	FALSE	1786	FALSE	Genoa (Dec. 1797)	Genoa	1	0	1797	0	12	1797	12	8.946256	44.4056499	FALSE			
612	1797	1	1786	1797	FALSE	1786	FALSE	Turin	Turin	2	0	0	0	0	0	0	7.6868565	45.070312	FALSE	1797-0-0	1797-12-0	
613	1795	1	1795	1795	FALSE	1795	FALSE	Rome (Apr.)	Rome	1	0	1795	0	4	1795	4	12.4801802	41.8723889	FALSE			
614	1747	1	1743	1747	FALSE	1743	FALSE	Leghorn	Leghorn	1	0	0	0	0	0	0	10.416111	43.520833	FALSE	1747-0-0	1743-0-0	
