index	order	parents	heir	pupil	surviving	posthumous	illegitimate
658	2nd	2nd E. of Elgin [but not identifiable in CP]	FALSE	FALSE	FALSE	FALSE	FALSE
659	4th	3rd E. of Cardigan	FALSE	FALSE	FALSE	FALSE	FALSE
662	e.	Francis, Ld. Brudenell	FALSE	FALSE	FALSE	FALSE	FALSE
663		Francis, Ld. Brudenell	FALSE	FALSE	FALSE	FALSE	FALSE
664	o.	4th E. of Cardigan (cr. D. of Montagu 1766)	FALSE	FALSE	FALSE	FALSE	FALSE
670		Robert Brydone of Coldingham, Ber.	FALSE	FALSE	FALSE	FALSE	FALSE
673	1st	Francis, E. of Dalkeith [S]	FALSE	FALSE	TRUE	FALSE	FALSE
679		1st D. of Buckingham	FALSE	FALSE	TRUE	FALSE	FALSE
680		James II by Katherine Sedley, suo jure Cts. of Dorchester	FALSE	FALSE	FALSE	FALSE	TRUE
681	1st	Sir Owen Buckingham of Moulsford, Berks, Ld. Mayor of London 1704-5	FALSE	FALSE	TRUE	FALSE	FALSE
685	e.	Sir John Buckworth of London and West Sheen, Surr.	FALSE	FALSE	FALSE	FALSE	FALSE
686		Thomas Bulfinch of Boston, Mass.	FALSE	FALSE	FALSE	FALSE	FALSE
687	1st	4th Vct. Bulkeley [I] of Beaumaris, Anglesey	FALSE	FALSE	FALSE	FALSE	FALSE
688		6th Vct. Bulkeley [I] of Beaumaris, Anglesey	TRUE	FALSE	FALSE	TRUE	FALSE
689	e.	James Buller of Downes House, Crediton, Devon, and Shillingham, Corn.	FALSE	FALSE	FALSE	FALSE	FALSE
693	2nd	Rev. Sir William Bunbury, 5th Bt. of Barton, Suff. and Bunbury, Ches.	FALSE	FALSE	TRUE	FALSE	FALSE
694	e.	Rev. Sir William Bunbury of Barton, Suff., and Bunbury, Ches.	FALSE	FALSE	FALSE	FALSE	FALSE
698		Francis Burdett, of Castle Hill, Mx.	FALSE	FALSE	TRUE	FALSE	FALSE
699	o.	Rowland Burdon, merchant and banker of Newcastle	FALSE	FALSE	FALSE	FALSE	FALSE
700	e.	1st. D. of St Albans (the illeg. s. of Charles II)	FALSE	FALSE	FALSE	FALSE	FALSE
703	o.	George Burges of Berks	FALSE	FALSE	FALSE	FALSE	FALSE
704		William Burges of Norwich	FALSE	FALSE	FALSE	FALSE	FALSE
705	2nd	Capt. John Burgoyne	FALSE	FALSE	FALSE	FALSE	FALSE
707	e.	Charles, 3rd E. of Cork [I], 2nd E. of Burlington	FALSE	FALSE	FALSE	FALSE	FALSE
710	e.	Rev. Andrew Burnaby of Brampton Manor House, Hunts	FALSE	FALSE	FALSE	FALSE	FALSE
712	3rd	Gilbert Burnet, Bp. of Salisbury	FALSE	FALSE	FALSE	FALSE	FALSE
713	yr.	James Burney	FALSE	FALSE	FALSE	FALSE	FALSE
716		Charles Pym Burt, of St Christopher, W.Indies	FALSE	FALSE	FALSE	FALSE	FALSE
717	2nd	Francis Pierpoint Burton, 2nd B. Conyngham [I]	FALSE	FALSE	FALSE	FALSE	FALSE
718	e.	Francis Burton of Buncraggy, co. Clare	FALSE	FALSE	FALSE	FALSE	FALSE
720	e.	Benjamin Burton of Burton Hall, Dublin	FALSE	FALSE	FALSE	FALSE	FALSE
721		Francis Burton of Buncraggy, co. Clare	FALSE	FALSE	FALSE	FALSE	FALSE
722	o.	John Bury of Charleville Forest, King's Co., Ireland	FALSE	FALSE	FALSE	FALSE	FALSE
725	e.	2nd E. of Bute [S]	FALSE	FALSE	FALSE	FALSE	FALSE
727	2nd	Simon Butler of Appletree, Northants	FALSE	FALSE	FALSE	FALSE	FALSE
728	o.	1st E. of Lanesborough [I]	FALSE	FALSE	FALSE	FALSE	FALSE
732	4th	11th Vct. Mountgarret	FALSE	FALSE	FALSE	FALSE	FALSE
735		John Butler, prof. of music in London	FALSE	FALSE	FALSE	FALSE	FALSE
740		Thomas Byde of Ware Park, Herts	FALSE	FALSE	FALSE	FALSE	FALSE
741	e.	John Byng of Wrotham, Kent	FALSE	FALSE	FALSE	FALSE	FALSE
742	3rd	Adml.Sir George Byng	FALSE	FALSE	FALSE	FALSE	FALSE
743	3rd	Robert Byng	FALSE	FALSE	FALSE	FALSE	FALSE
744		the navy 1724-34	FALSE	FALSE	FALSE	FALSE	FALSE
745	4th	Adml.Sir George Byng	FALSE	FALSE	FALSE	FALSE	FALSE
746		Patrick Byres, sis. of the antiquarian James Byres	FALSE	FALSE	FALSE	FALSE	FALSE
747		Patrick Byres of Tonley, Aber.	FALSE	FALSE	FALSE	FALSE	FALSE
750		Joshua Byron of Lincs	FALSE	FALSE	FALSE	FALSE	FALSE
752		the Hon. Charles Sloane Cadogan (1728-1807) by his 1st w. Frances Bromley (d. 1768)	FALSE	FALSE	FALSE	FALSE	FALSE
753		- Kidd, a shepherd of Hawarden, Flint.	FALSE	FALSE	FALSE	FALSE	FALSE
759	2nd	Sir William Calderwood, Kt., of Dalkeith and Polton	FALSE	FALSE	FALSE	FALSE	FALSE
760	1st	Sir William Calderwood, Kt., of Dalkeith and Polton	FALSE	FALSE	FALSE	FALSE	FALSE
761	e.	Sir John Caldwell of Castle Caldwell, Ferm.	FALSE	FALSE	FALSE	FALSE	FALSE
764		Sir Edward Gascoigne, 6th Bt	FALSE	FALSE	FALSE	FALSE	FALSE
765	e.	Christopher Calthorpe of Ampton, Suff.	FALSE	FALSE	FALSE	FALSE	FALSE
766	2nd	4th B. Baltimore [I]	FALSE	FALSE	FALSE	FALSE	FALSE
767	3rd	William Calvert of Furneaux Pelham, Herts	FALSE	FALSE	FALSE	FALSE	FALSE
770		Walter Cameron, carpenter in London	FALSE	FALSE	FALSE	FALSE	FALSE
777		Ld. William Campbell	FALSE	FALSE	FALSE	FALSE	FALSE
779		Brig. Colin Campbell of Ormadale	FALSE	FALSE	FALSE	FALSE	FALSE
782	e.	Pryse Campbell of Cawdor, Nairn, and Stackpole Court, Pemb	FALSE	FALSE	FALSE	FALSE	FALSE
783		Ralph Izard of Mainspring Plantation, St George's, Pa.	TRUE	FALSE	FALSE	FALSE	FALSE
785		William Campion of Combwell	FALSE	FALSE	FALSE	FALSE	FALSE
787		Francis Canning, of Foxcote, War	FALSE	FALSE	FALSE	FALSE	FALSE
790		Cantillon of Ballyheige, co.Kerry	FALSE	FALSE	FALSE	FALSE	FALSE
799	4th	Christopher Carleton of Newry, Co. Down	FALSE	FALSE	FALSE	FALSE	FALSE
801		4th E. of Carlisle	FALSE	FALSE	TRUE	FALSE	FALSE
803	1st	3rd E. of Carlisle	FALSE	FALSE	FALSE	FALSE	FALSE
804		the 4th B. Byron	FALSE	FALSE	FALSE	FALSE	FALSE
805		George Carlyle, phys. of Carlisle	FALSE	FALSE	FALSE	FALSE	FALSE
806	o.	4th D. of Leeds	FALSE	FALSE	TRUE	FALSE	FALSE
807	e.	5th D. of Leeds	FALSE	FALSE	FALSE	FALSE	FALSE
808		2nd E. of Hyndford	TRUE	FALSE	FALSE	FALSE	FALSE
809		Hon. William Carmichael of Skirling, Lan.	TRUE	FALSE	FALSE	FALSE	FALSE
811	e.	Sir James Carnegie	FALSE	FALSE	FALSE	FALSE	FALSE
812		John Carnegie of Boysack and collateral of the E. of Northesk	FALSE	FALSE	FALSE	FALSE	FALSE
815		1st E. of Tyrconnel [I], of Homme Ho., Herefs	FALSE	FALSE	FALSE	FALSE	FALSE
816	o.	1st B. Carpenter	FALSE	FALSE	FALSE	FALSE	FALSE
817	yr.	Ralph Carr of Dunston Hill, Durham, and Hedgeley, Northumb.	FALSE	FALSE	FALSE	FALSE	FALSE
818	2nd	Ralph Carr (b. 1669) of Cocken, Durham	FALSE	FALSE	FALSE	FALSE	FALSE
819	e.	Ralph Carr of Dunston Hill, Durham, and Hedgeley, Northumb.	FALSE	FALSE	FALSE	FALSE	FALSE
825	3rd	Daniel Carroll of Upper Marlboro, Maryland	FALSE	FALSE	FALSE	FALSE	FALSE
829		George Carter of Colchester	FALSE	FALSE	FALSE	FALSE	FALSE
831		Thomas Carter of Robertstown and Rathnally, Co. Meath	FALSE	FALSE	FALSE	FALSE	FALSE
832	e.	Timothy Carter, of Dublin	FALSE	FALSE	FALSE	FALSE	FALSE
834	1st	6th Vct. of Falkland[S]	FALSE	FALSE	FALSE	FALSE	FALSE
836		Hon. John Caryll of Harting, Sx.	FALSE	FALSE	FALSE	FALSE	FALSE
846	1st	3rd E. of Mountrath [I]	FALSE	FALSE	FALSE	FALSE	FALSE
847		6th E. of Mountrath [I]	TRUE	FALSE	FALSE	FALSE	FALSE
848		Nathaniel Castleton of St Benet Fink, London	FALSE	FALSE	FALSE	FALSE	FALSE
852	4th	8th Ld. Cathcart[S]	FALSE	FALSE	FALSE	FALSE	FALSE
854		John Cator of Southwark and Ross, Herefs.	FALSE	FALSE	FALSE	FALSE	FALSE
855		Thomas Patch and stepson of his bro. James Patch, a surgeon	FALSE	FALSE	FALSE	FALSE	FALSE
857	3rd	2nd D. of Devonshire	FALSE	FALSE	FALSE	FALSE	FALSE
858	3rd	3rd D. of Devonshire	FALSE	FALSE	FALSE	FALSE	FALSE
859	2nd	3rd D. of Devonshire	FALSE	FALSE	FALSE	FALSE	FALSE
860	3rd	4th D. of Devonshire	FALSE	FALSE	FALSE	FALSE	FALSE
862	2nd	2nd D. of Devonshire	FALSE	FALSE	FALSE	FALSE	FALSE
863	2nd	4th D. of Devonshire	FALSE	FALSE	FALSE	FALSE	FALSE
865	e.	Sir George Cayley of High Hall, Brompton, Yorks.	FALSE	FALSE	FALSE	FALSE	FALSE
866	4th	3rd E. of Salisbury	FALSE	FALSE	FALSE	FALSE	FALSE
867		Hon. Robert Cecil (2nd s. of 3rd E. of Salisbury)	FALSE	FALSE	FALSE	FALSE	FALSE
868	5th	3rd E. of Salisbury	FALSE	FALSE	FALSE	FALSE	FALSE
869	2nd	5th E. of Exeter	FALSE	FALSE	FALSE	FALSE	FALSE
871	e.	Sir George Chad, 1st Bt., of Thursford, Norf	FALSE	FALSE	FALSE	FALSE	FALSE
872		Roderick Chalmers	FALSE	FALSE	FALSE	FALSE	FALSE
875	e.	Thomas Chamber (d. 1735) of Hanworth, Mx.	FALSE	FALSE	FALSE	FALSE	FALSE
881	e.	John Chambers, a Scottish merchant	FALSE	FALSE	FALSE	FALSE	FALSE
884		the Rev. Richard Harrington of Dartington, Devon	FALSE	FALSE	FALSE	FALSE	FALSE
896	yr.	Sir John Chardin, Kt	FALSE	FALSE	FALSE	FALSE	FALSE
897	1st	3rd Vct. Charlemont [I]	FALSE	FALSE	TRUE	FALSE	FALSE
898	e.	James Stuart, the Pretender	FALSE	FALSE	FALSE	FALSE	FALSE
909		George Cheap, collector of Customs at Prestonpans	FALSE	FALSE	FALSE	FALSE	FALSE
913	e.	Sir Anthony Chester	FALSE	FALSE	TRUE	FALSE	FALSE
914	o.	Arthur Stanhope of Mansfield, Notts	FALSE	FALSE	TRUE	FALSE	FALSE
916	2nd	James Chetham of Turton, Lancs, and Etwall, Derby.	FALSE	FALSE	FALSE	FALSE	FALSE
917	3rd	James Chetham of Turton, Lancs, and Etwall, Derby.	FALSE	FALSE	FALSE	FALSE	FALSE
918	2nd	John Chetwynd	FALSE	FALSE	FALSE	FALSE	FALSE
920	3rd	John Chetwynd	FALSE	FALSE	FALSE	FALSE	FALSE
922	o.	3rd E. Waldegrave	FALSE	FALSE	FALSE	FALSE	FALSE
926		Josiah Child, and nephew to John Child, Ld. Tylney	FALSE	FALSE	FALSE	FALSE	FALSE
927	e.	Sir Francis Child, 1642-1713	FALSE	FALSE	FALSE	FALSE	FALSE
928	e.	2nd E. of Cholmondeley	FALSE	FALSE	FALSE	FALSE	FALSE
929		George Cholmondeley, Vct. Malpas	FALSE	FALSE	FALSE	FALSE	FALSE
930		Hon. Robert Cholmondeley (2nd s. of 3rd E. of Cholmondeley)	FALSE	FALSE	FALSE	FALSE	FALSE
933		gen. Charles Churchill (d. 1714, bro. of the D. of Marlborough)	FALSE	FALSE	FALSE	FALSE	TRUE
934		lt.-gen. Charles Churchill by Anne Oldfield (who d. 1730)	FALSE	FALSE	FALSE	FALSE	TRUE
937		Edward Chute of the Vyne, Hants	FALSE	FALSE	FALSE	FALSE	FALSE
938		Sir John Stewart, 3rd Bt. of Allanbank, and sis.-in-law of Sir John Coxe Hippisley	FALSE	FALSE	FALSE	FALSE	FALSE
947		Thomas Clarges (d. 1753)	FALSE	FALSE	FALSE	FALSE	FALSE
948		William Skrine MP	FALSE	FALSE	FALSE	FALSE	FALSE
960	2nd	the Rev. Edward Clarke	FALSE	FALSE	FALSE	FALSE	FALSE
961	e.	Godfrey Clarke	FALSE	FALSE	FALSE	FALSE	FALSE
966		William Clarke (d. 1797) of Everton, Lancs	FALSE	FALSE	FALSE	FALSE	FALSE
969	2nd	Sir John Clavering of Nursling, Hants	FALSE	FALSE	FALSE	FALSE	FALSE
972		Jasper Clayton of Fethard, Co. Carlow, Ireland	FALSE	FALSE	FALSE	FALSE	FALSE
973		Dr John Clayton	FALSE	FALSE	FALSE	FALSE	FALSE
981	e.	Nathaniel Clements	FALSE	FALSE	FALSE	FALSE	FALSE
982		Col. William Clephane	FALSE	FALSE	FALSE	FALSE	FALSE
984		Sir John Clerk of Penicuik, 1st Bt	FALSE	FALSE	FALSE	FALSE	FALSE
986		Anne Forbes, and apparently related to the Clerks of Penicuik	FALSE	FALSE	FALSE	FALSE	FALSE
987	1st	Charles Clarke who was on the bench of the exchequer in 1743	FALSE	FALSE	FALSE	FALSE	FALSE
988	e.	Sir Talbot Clerke of Launde Abbey, Leics	FALSE	FALSE	FALSE	FALSE	FALSE
989		John Clerke	FALSE	FALSE	FALSE	FALSE	FALSE
990		2nd E. of Middleton[S]	FALSE	FALSE	FALSE	FALSE	FALSE
993		John Clevland of Tapley, Devon (d. 1763)	FALSE	FALSE	FALSE	FALSE	FALSE
995		Thomas Clifford (1687-1719) and Cts. of Newburgh[S], and sis. of Ldy. Anne Clifford	FALSE	FALSE	FALSE	FALSE	FALSE
996	e.	4th B. Clifford of Chudleigh	FALSE	FALSE	FALSE	FALSE	FALSE
999	e.	Hugh, 2nd B. Clifford of Chudleigh	FALSE	FALSE	FALSE	FALSE	FALSE
1004		James Clitherow of Boston Manor, Mx.	FALSE	FALSE	FALSE	FALSE	FALSE
1005	e.	1st B. Clive [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1006	e.	Richard Clive of Styche, Salop	FALSE	FALSE	FALSE	FALSE	FALSE
1016	e.	George Cockburn	FALSE	FALSE	FALSE	FALSE	FALSE
1022	1st	Sir William Codrington	FALSE	FALSE	FALSE	FALSE	FALSE
1024	o.	Richard Coffin of Portledge, Devon	FALSE	FALSE	TRUE	FALSE	FALSE
1026	2nd	Edward Coke of Holkham	FALSE	FALSE	FALSE	FALSE	FALSE
1027	o.	Thomas Coke (later 1st E. of Leicester)	FALSE	FALSE	FALSE	FALSE	FALSE
1029	o.	Thomas Coke of Melbourne, Derby.	FALSE	FALSE	FALSE	FALSE	FALSE
1030	5th	2nd D. of Argyll [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1031	3rd	Edward Coke of Holkham	FALSE	FALSE	FALSE	FALSE	FALSE
1032	e.	Edward Coke of Holkham	FALSE	FALSE	FALSE	FALSE	FALSE
1033	1st	Wenman Roberts, afterwards Coke, of Longford, Derby	FALSE	FALSE	FALSE	FALSE	FALSE
1036	e.	1st E. of Enniskillen [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1037		1st B. Mount-Florence [I]	TRUE	FALSE	FALSE	FALSE	FALSE
1040	e.	James Colebrooke, London banker	FALSE	FALSE	FALSE	FALSE	FALSE
1044	e.	the Hon. Hugh Hare of E. Betchworth, Surr.	FALSE	FALSE	FALSE	FALSE	FALSE
1045	1st	1st B. Coleraine [I]	FALSE	FALSE	TRUE	FALSE	FALSE
1063	2nd	Daniel Collyer, merchant, high sheriff of London 1749, and of Wroxham, Norf.	FALSE	FALSE	FALSE	FALSE	FALSE
1070	3rd	4th E. of Northampton	FALSE	FALSE	FALSE	FALSE	FALSE
1072	o.	7th E. of Northampton	FALSE	FALSE	FALSE	FALSE	FALSE
1073	2nd	4th E. of Northampton	FALSE	FALSE	FALSE	FALSE	FALSE
1074		4th E. of Northampton	TRUE	FALSE	FALSE	FALSE	FALSE
1075		Edward Compton	FALSE	FALSE	FALSE	FALSE	FALSE
1080	o.	William Conolly of Castletown, Kild., and Stretton Hall, Staffs	FALSE	FALSE	FALSE	FALSE	FALSE
1081		Patrick Conolly of London, nephew and h. of William Conolly, Speaker of the Irish Ho. of Commons	FALSE	FALSE	FALSE	FALSE	FALSE
1084		Sir Philip Mark Constable of Everingham Park, Yorks	TRUE	FALSE	FALSE	FALSE	FALSE
1085	e.	William Haggerston-Constable-Maxwell	FALSE	FALSE	FALSE	FALSE	FALSE
1086		Cuthbert Constable (formerly Tunstall) of Burton Constable	FALSE	FALSE	FALSE	FALSE	FALSE
1088	2nd	William Haggerston-Constable-Maxwell	FALSE	FALSE	FALSE	FALSE	FALSE
1090	4th	1st E. of Hertford (later 1st M. of Hertford)	FALSE	FALSE	FALSE	FALSE	FALSE
1091	e.	1st B. Conway	FALSE	FALSE	FALSE	FALSE	FALSE
1093	7th	1st E. of Hertford (later 1st M. of Hertford)	FALSE	FALSE	FALSE	FALSE	FALSE
1094	2nd	1st B. Conway	FALSE	FALSE	FALSE	FALSE	FALSE
1095	e.	Edward Conyers	FALSE	FALSE	FALSE	FALSE	FALSE
1096		Edward Conyers of Copt Hall, Essex	FALSE	FALSE	FALSE	FALSE	FALSE
1102	6th	Sir George Cooke, 3rd Bt. of Wheatley and Aldwick, Yorks	FALSE	FALSE	FALSE	FALSE	FALSE
1103	e.	Sir George Cooke of Wheatley and Aldwick, Yorks	FALSE	FALSE	FALSE	FALSE	FALSE
1113		Richard Cooper (d. 1764)	FALSE	FALSE	FALSE	FALSE	FALSE
1116	2nd	3rd E.of Mountrath [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1119		Gen.Sir John Cope	FALSE	FALSE	FALSE	FALSE	FALSE
1124	e.	Sir Joseph Copley of Sprotborough, Yorks	FALSE	FALSE	FALSE	FALSE	FALSE
1129	o.	Thomas Davenant of Clearbrooke, Pembridge, Herefs	FALSE	FALSE	FALSE	FALSE	FALSE
1130	e.	John Corbet of Sundorne, Salop	FALSE	FALSE	FALSE	FALSE	FALSE
1131	e.	Sir Uvedale Corbet of Longnor, Salop	FALSE	FALSE	FALSE	FALSE	FALSE
1132	e.	William Corbett of Nanteos, Card.	FALSE	FALSE	FALSE	FALSE	FALSE
1134		4th E. of Orrery [I]	TRUE	FALSE	FALSE	FALSE	FALSE
1135	o.	3rd E. of Clarendon	FALSE	FALSE	TRUE	FALSE	FALSE
1136	1st	4th E. of Clarendon	FALSE	FALSE	TRUE	FALSE	FALSE
1137	e.	Sir George Cornewall, 2nd Bt. of Moccas Court, Herefs	FALSE	FALSE	FALSE	FALSE	FALSE
1145		Charles Cottington of Fonthill Gifford	TRUE	FALSE	FALSE	FALSE	FALSE
1146		Francis, B. Cottington [J]	TRUE	FALSE	FALSE	FALSE	FALSE
1151	o.	Sir John Hynde Cotton of Madingley, Cambs	FALSE	FALSE	TRUE	FALSE	FALSE
1152	e.	Sir Lynch Salusbury Cotton	FALSE	FALSE	FALSE	FALSE	FALSE
1156		William Courtenay	FALSE	FALSE	FALSE	FALSE	FALSE
1157	2nd	Henry Courtenay of Newry, Co. Down	FALSE	FALSE	FALSE	FALSE	FALSE
1158	7th	Sir William Courtenay, 1st Bt. of Powderham Castle, Devon.	FALSE	FALSE	FALSE	FALSE	FALSE
1159	o.	Evert George Coussmaker (d. 1763)	FALSE	FALSE	FALSE	FALSE	FALSE
1160		John Coutts, ld. provost of Edinburgh	FALSE	FALSE	FALSE	FALSE	FALSE
1161	4th	John Coutts, ld. provost of Edinburgh	FALSE	FALSE	FALSE	FALSE	FALSE
1164	o.	2nd E. Cowper	FALSE	FALSE	FALSE	FALSE	FALSE
1167		1st E. Cowper	FALSE	FALSE	FALSE	FALSE	FALSE
1170		Dr William Coxe	FALSE	FALSE	FALSE	FALSE	FALSE
1172	e.	Richard Cozens, shipbuilder	FALSE	FALSE	FALSE	FALSE	FALSE
1173		Alexander Cozens	FALSE	FALSE	FALSE	FALSE	FALSE
1174		Joseph Bunney	FALSE	FALSE	TRUE	FALSE	FALSE
1176	1st	James Craggs MP	FALSE	FALSE	TRUE	FALSE	FALSE
1177		William Craig of Glasgow.	FALSE	FALSE	FALSE	FALSE	FALSE
1178		5th B. Cranstoun [S]	TRUE	FALSE	FALSE	FALSE	FALSE
1179	o.	John Craster of Craster, Northumb.	FALSE	FALSE	TRUE	FALSE	FALSE
1181	2nd	Patrick Craufurd of Auchenames, Renf.	FALSE	FALSE	FALSE	FALSE	FALSE
1182	e.	Patrick Craufurd of Auchenames, Renf.	FALSE	FALSE	FALSE	FALSE	FALSE
1184		4th E. of Berkeley	FALSE	FALSE	FALSE	FALSE	FALSE
1185		2nd B. Craven of Hampstead Marshall, Berks	TRUE	FALSE	FALSE	FALSE	FALSE
1186		21st E. of Crawford [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1187		19th E. of Crawford [S]	TRUE	FALSE	FALSE	FALSE	FALSE
1197	o.	1st E. Erne [I]	FALSE	FALSE	FALSE	FALSE	FALSE
1202	2nd	Philip Champion de Crespigny	FALSE	FALSE	FALSE	FALSE	FALSE
1207	e.	John Crewe of Crewe Hall, Ches.	FALSE	FALSE	FALSE	FALSE	FALSE
1208		Samuel Crisp	FALSE	FALSE	FALSE	FALSE	FALSE
1217	o.	Sir Thomas Crosse, 1st Bt.	FALSE	FALSE	TRUE	FALSE	FALSE
1219	yr.	Patrick Crowe of Ashington, Northumb.	FALSE	FALSE	FALSE	FALSE	FALSE
1220	1st	Patrick Crowe of Ashington, Northumb.	FALSE	FALSE	FALSE	FALSE	FALSE
1223	o.	Richard Crowle	FALSE	FALSE	FALSE	FALSE	FALSE
1233	3rd	Sir John Cullum, 4th Bt.	FALSE	FALSE	FALSE	FALSE	FALSE
1234		Richard Cumberland, the dramatist	FALSE	FALSE	FALSE	FALSE	FALSE
1235	4th	Frederick, P. of Wales	FALSE	FALSE	FALSE	FALSE	FALSE
1236	e.	Alexander Cumming of Rosehill and Penrose, Corn.	FALSE	FALSE	FALSE	FALSE	FALSE
1240		Rev. Alexander Cunningham, minister of Ettrick, Selkirk	FALSE	FALSE	FALSE	FALSE	FALSE
1245	3rd	Sir William Cunyngham of Caprington	FALSE	FALSE	FALSE	FALSE	FALSE
1247	1st	Sir David Cunynghame	FALSE	FALSE	FALSE	FALSE	FALSE
1248	o.	Lt.-Gen. Sir David Cunynghame, 3rd Bt. of Livingstone, Linlithgow and Milncraig, Ayr.	FALSE	FALSE	TRUE	FALSE	FALSE
1251		Roger Curtis of Downton, Wilts	FALSE	FALSE	FALSE	FALSE	FALSE
1261	3rd	4th E. of Selkirk [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1262	1st	John Dagnia of Cleadon Hall, Northumb	FALSE	FALSE	TRUE	FALSE	FALSE
1263	1st	3rd D. of Buccleuch [S]]	FALSE	FALSE	TRUE	FALSE	FALSE
1264		James Scott, sty. E. of Dalkeith	TRUE	FALSE	FALSE	FALSE	FALSE
1266	o.	James Dallaway, banker of Stroud, Glos	FALSE	FALSE	FALSE	FALSE	FALSE
1268		Sir David Dalrymple of Hailes, Haddington	FALSE	FALSE	FALSE	FALSE	FALSE
1269		Sir Robert Dalrymple of Castleton	FALSE	FALSE	FALSE	FALSE	FALSE
1270	e.	Sir David Dalrymple of Hailes, Haddington	FALSE	FALSE	FALSE	FALSE	FALSE
1271	2nd	1st E. of Stair [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1272	o.	5th E. of Stair [S]	FALSE	FALSE	FALSE	FALSE	FALSE
1273	2nd	Hon. George Dalrymple (3rd s. of the 1st E. of Stair [S])	FALSE	FALSE	FALSE	FALSE	FALSE
1276		Rev. John Dalton of Darlington, Durham	FALSE	FALSE	FALSE	FALSE	FALSE
1279		Gen. Hon. Henry Seymour Conway and Ldy. Caroline Campbell (dau. of 4th D. of Argyll [S])	TRUE	FALSE	FALSE	FALSE	FALSE
1280	3rd	Joseph Damer of Winterbourne Came, Dorset	FALSE	FALSE	FALSE	FALSE	FALSE
1281	2nd	1st B. Milton [I] (cr. E. of Dorchester 1792)	FALSE	FALSE	FALSE	FALSE	FALSE
1282	1st	1st B. Milton [I] (cr. E. of Dorchester 1792)	FALSE	FALSE	FALSE	FALSE	FALSE
1283	e.	Joseph Damer of Winterbourne Came, Dorset	FALSE	FALSE	FALSE	FALSE	FALSE
1284	3rd	1st B. Milton [I] (cr. E. of Dorchester 1792)	FALSE	FALSE	FALSE	FALSE	FALSE
1285		William Dampier of Blackford, Som.	FALSE	FALSE	FALSE	FALSE	FALSE
1286	o.	William Danby of Swinton Park, Yorks	FALSE	FALSE	FALSE	FALSE	FALSE
1287	5th	George Dance	FALSE	FALSE	FALSE	FALSE	FALSE
1288	3rd	George Dance, clerk of works to the City of London	FALSE	FALSE	FALSE	FALSE	FALSE
1289		John Daniel of Durton, Lancs	FALSE	FALSE	FALSE	FALSE	FALSE
1295	o.	William Jessop of Bromehall, Yorks	FALSE	FALSE	FALSE	FALSE	FALSE
1296	e.	Capt. Hyacinth Darcy of Kitulla, Gal.	FALSE	FALSE	FALSE	FALSE	FALSE
1299	e.	3rd E. of Darnley [I] of Cobham Hall, Kent	FALSE	FALSE	FALSE	FALSE	FALSE
1300	1st	Vct. Lewisham (d. 1732)	FALSE	FALSE	TRUE	FALSE	FALSE
1302	e.	Sir Francis Dashwood of West Wycombe, Bucks	FALSE	FALSE	FALSE	FALSE	FALSE
1304	2nd	Sir Samuel Dashwood, Kt.	FALSE	FALSE	FALSE	FALSE	FALSE
1305	1st	Sir James Dashwood, 2nd Bt.	FALSE	FALSE	TRUE	FALSE	FALSE
1306	1st	Robert Dashwood	FALSE	FALSE	TRUE	FALSE	FALSE
1307		George Dashwood of Holborn and gd.-s. of Sir Samuel Dashwood, Kt.	FALSE	FALSE	FALSE	FALSE	FALSE
1308	2nd	Sir James Dashwood, 2nd Bt., of Kirtlington Park, Oxon.	FALSE	FALSE	FALSE	FALSE	FALSE
1312		Dr Charles Davenant of London	FALSE	FALSE	FALSE	FALSE	FALSE
1316	e.	Sir Jermyn Davers of Rushbrooke, Suff.	FALSE	FALSE	FALSE	FALSE	FALSE
1317		a flautist	FALSE	FALSE	FALSE	FALSE	FALSE
1332	e.	Henry Dawkins	FALSE	FALSE	FALSE	FALSE	FALSE
1333	e.	Henry Dawkins	FALSE	FALSE	FALSE	FALSE	FALSE
1334	2nd	Col. Richard Dawkins of Clarendon, Jamaica	FALSE	FALSE	FALSE	FALSE	FALSE
1336	e.	2nd Vct. Downe [I] of Cowick Hall, Yorks.	FALSE	FALSE	FALSE	FALSE	FALSE
1337	2nd	Hon. John Dawnay	FALSE	FALSE	FALSE	FALSE	FALSE
1339		1st Vct. Carlow [I]	TRUE	FALSE	FALSE	FALSE	FALSE
1340	1st	Richard Dawson of Dawson Grove, Co.Monaghan	FALSE	FALSE	TRUE	FALSE	FALSE
1346	3rd	Alexander Dean of Donaghadee and Kinsale	FALSE	FALSE	FALSE	FALSE	FALSE
1350	e.	Simon Degge of Derby	FALSE	FALSE	FALSE	FALSE	FALSE
1351	2nd	Simon Degge of Derby	FALSE	FALSE	FALSE	FALSE	FALSE
1352	1st	William de Grey of Merton, Norf.	FALSE	FALSE	TRUE	FALSE	FALSE
1353	o.	William de Grey (cr. B. Walsingham 1780)	FALSE	FALSE	TRUE	FALSE	FALSE
1354		Richard Delane	FALSE	FALSE	FALSE	FALSE	FALSE
