index	text	travelIndex	place	tourIndex	forced	parent	travelEndDay	travelEndYear	travelEndMonth	travelStartDay	travelStartYear	travelStartMonth	lng	lat	tourEndTo	tourEndFrom	tourEndRange	tourStartTo	tourStartFrom	tourStartRange
1513	Turin (Aug.)	3	Turin	1	FALSE		0	1747	8	0	1747	8	7.6868565	45.070312						
1514	Turin (by 18 Feb.-13 Apr.)	1	Turin	1	FALSE		13	1787	4	18	1787	2	7.6868565	45.070312	1787	1787	FALSE	1787	1787	FALSE
1514	Genoa	2	Genoa	1	FALSE		0	0	0	0	0	0	8.946256	44.4056499						
1514	Milan	3	Milan	1	FALSE		0	0	0	0	0	0	9.1859243	45.4654219						
1514	Verona	4	Verona	1	FALSE		0	0	0	0	0	0	10.9916215	45.4383842						
1515	Turin (Sep. 1787)	1	Turin	1	FALSE		0	1787	9	0	1787	9	7.6868565	45.070312	1788	1788	FALSE	1787	1787	FALSE
1515	Genoa (by 6 Oct.)	2	Genoa	1	FALSE		6	1787	10	6	1787	10	8.946256	44.4056499						
1515	Bologna (by 19 Oct. 1787)	3	Bologna	1	FALSE		19	1787	10	19	1787	10	11.3426163	44.494887						
1515	Naples (by 20 Jan. 1788-5 Oct.)	4	Naples	1	FALSE		5	1787	10	20	1788	1	14.2681244	40.8517746						
1515	Rome (Dec.)	5	Rome	1	FALSE		0	1787	12	0	1787	12	12.4801802	41.8723889						
1516	Turin (Apr./May 1762)	1	Turin	1	FALSE		0	0	0	0	0	0	7.6868565	45.070312	1763	1763	FALSE	1762	1762	FALSE
1516	Venice (19 Jul.- 7 Sep.)	2	Venice	1	FALSE		7	1762	9	19	1762	7	12.3155151	45.4408474						
1516	Florence (Sep. 1762-)	3	Florence	1	FALSE		0	1762	9	0	1762	9	11.2480006	43.7710332						
1516	Rome (by Feb.- Mar. 1763)	4	Rome	1	FALSE		0	1763	3	0	1763	2	12.4801802	41.8723889						
1516	Venice (Apr.-May)	5	Venice	1	FALSE		0	1763	5	0	1763	4	12.3155151	45.4408474						
1518	Naples (Sep.)	1	Naples	1	FALSE		0	1774	9	0	1774	9	14.2681244	40.8517746	1774	1774	FALSE	1774	1774	FALSE
1519	"Florence (betw. 23 Aug. 1732-Apr. 1733; Spence Letters, 421)"	1	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332	1733	1733	FALSE	1732	1732	FALSE
1520	"Naples (14 Nov.: in the same house as John Maxwell; Caldwell Papers, 2:32)"	1	Naples	1	FALSE		14	1742	11	14	1742	11	14.2681244	40.8517746	1742	1742	FALSE	1742	1742	FALSE
1521	Naples (Sep.-Dec. 1792-)	1	Naples	1	FALSE		0	1792	12	0	1792	9	14.2681244	40.8517746	1793	1793	FALSE	1792	1792	FALSE
1521	Rome (by 1 Apr. 1793)	2	Rome	1	FALSE		1	1793	4	1	1793	4	12.4801802	41.8723889						
1521	Florence (by 17 Jun.)	3	Florence	1	FALSE		17	1793	6	17	1793	6	11.2480006	43.7710332						
1522	Naples (Sep.)	1	Naples	1	FALSE		0	1766	9	0	1766	9	14.2681244	40.8517746	1766	1766	FALSE	1766	1766	FALSE
1524	Padua (30 Apr.: 'Mil. Dunson Inglese' travelling to Venice with a companion; ASV IS 783)	1	Padua	1	FALSE		30	1796	4	30	1796	4	11.8767611	45.4064349	1796	1796	FALSE	1796	1796	FALSE
1525	Padua (14 Oct.; Brown 1397)	1	Padua	1	FALSE		14	1711	10	14	1711	10	11.8767611	45.4064349	1711	1711	FALSE	1711	1711	FALSE
1526	Venice (3-5 Aug.: from Corsica with Maj. Legard; ASV IS 775)	1	Venice	1	FALSE		0	0	0	3	1795	8	12.3155151	45.4408474	1795	1795	FALSE	1795	1795	FALSE
1527	Rome	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1797	1797	FALSE	1797	1797	FALSE
1527	Naples (Feb.-May)	2	Naples	1	FALSE		0	1797	5	0	1797	2	14.2681244	40.8517746						
1527	Rome	3	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
1528	Venice (Feb.-Jun.)	1	Venice	1	FALSE		0	1795	6	0	1795	2	12.3155151	45.4408474	1795	1795	FALSE	1795	1795	FALSE
1528	Verona	2	Verona	1	FALSE		0	0	0	0	0	0	10.9916215	45.4383842						
1529	Venice (16 May)	1	Venice	1	FALSE		16	1773	5	16	1773	5	12.3155151	45.4408474	1773	1773	FALSE	1773	1773	FALSE
1529	Capua (30 Aug.)	2	Capua	1	FALSE		30	1773	8	30	1773	8	14.2130486	41.1061258						
1529	Naples	3	Naples	1	FALSE		0	0	0	0	0	0	14.2681244	40.8517746						
1531	Leghorn	2	Leghorn	1	FALSE		0	0	0	0	0	0	10.416111	43.520833	1795	1795	FALSE	1794	1794	FALSE
1531	Siena (2 Apr. 1794)	3	Siena	1	FALSE		2	1794	4	2	1794	4	11.3307574	43.318809						
1531	Rome	4	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
1531	Florence (17 Jun.)	5	Florence	1	FALSE		17	1794	6	17	1794	6	11.2480006	43.7710332						
1531	Siena (29 Aug.)	6	Siena	1	FALSE		29	1794	8	29	1794	8	11.3307574	43.318809						
1531	Florence (27 Sep.)	7	Florence	1	FALSE		27	1794	9	27	1794	9	11.2480006	43.7710332						
1531	Leghorn (Oct. 1794)	8	Leghorn	1	FALSE		0	1794	10	0	1794	10	10.416111	43.520833						
1531	Naples (Feb. 1795)	9	Naples	1	FALSE		0	1795	2	0	1795	2	14.2681244	40.8517746						
1531	Ferrara	10	Ferrara	1	FALSE		0	0	0	0	0	0	11.619787	44.8381237						
1531	Venice (22-27 Apr.)	11	Venice	1	FALSE		27	1795	4	22	1795	4	12.3155151	45.4408474						
1532	Rome (by Jun. 1774-d. 13 Sep. 1795)	2	Rome	1	FALSE		0	1795	9	0	1774	6	12.4801802	41.8723889	1795	1795	FALSE	1774	1774	FALSE
1532	Florence (Feb.-Mar. 1778)	1	Florence	1		2	0	1778	3	0	1778	2	11.2480006	43.7710332						
1533	Turin (1 Sep.)	1	Turin	1	FALSE		1	1769	9	1	1769	9	7.6868565	45.070312	1769	1769	FALSE	1769	1769	FALSE
1533	Venice (14 Sep.)	2	Venice	1	FALSE		14	1769	9	14	1769	9	12.3155151	45.4408474						
1533	Rome (3-6 Oct.)	3	Rome	1	FALSE		0	0	0	3	1769	10	12.4801802	41.8723889						
1533	Naples (11 Oct.)	4	Naples	1	FALSE		11	1769	10	11	1769	10	14.2681244	40.8517746						
1533	Paestum (15 Oct.)	5	Paestum	1	FALSE		15	1769	10	15	1769	10	15.0071628	40.4231513						
1533	Rome (20 Oct.- Nov.)	6	Rome	1	FALSE		0	1769	11	20	1769	10	12.4801802	41.8723889						
1533	Viterbo (3 Dec.)	7	Viterbo	1	FALSE		3	1769	12	3	1769	12	12.107669	42.4206766						
1533	Siena (4 Dec.)	8	Siena	1	FALSE		4	1769	12	4	1769	12	11.3307574	43.318809						
1533	Florence (6 Dec.)	9	Florence	1	FALSE		6	1769	12	6	1769	12	11.2480006	43.7710332						
1533	Leghorn	10	Leghorn	1	FALSE		0	0	0	0	0	0	10.416111	43.520833						
1533	Lerici	11	Lerici	1	FALSE		0	0	0	0	0	0	9.9169337	44.0756332						
1533	Genoa (11 Dec.)	12	Genoa	1	FALSE		11	1769	12	11	1769	12	8.946256	44.4056499						
1534	"Genoa (subscriber to Mrs Barry's Maria, a Persian Slave)"	1	Genoa	1	FALSE		0	0	0	0	0	0	8.946256	44.4056499	1790	1790	FALSE	1790	1790	FALSE
1535	Rome (by Easter 1771-early 1773)	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1773	1773	FALSE	1771	1771	FALSE
1536	Turin (Nov. 1758-12 May 1762)	2	Turin	1	FALSE		12	1762	5	0	1758	11	7.6868565	45.070312	1762	1762	FALSE	1758	1758	FALSE
1536	Turin (22 Aug. 1763-6 Sep. 1765)	1	Turin	2	FALSE		6	1765	9	22	1763	8	7.6868565	45.070312	1765	1765	FALSE	1763	1763	FALSE
1536				3											1769	1769	FALSE	1768	1768	FALSE
1536				4											1778	1778	FALSE	1777	1777	FALSE
1536	Turin (13 Dec. 1779-11 Nov. 1781)	1	Turin	5	FALSE		11	1781	11	13	1779	12	7.6868565	45.070312	1783	1783	FALSE	1779	1779	FALSE
1536	Bologna	2	Bologna	5	FALSE		0	0	0	0	0	0	11.3426163	44.494887						
1536	Florence	3	Florence	5	FALSE		0	0	0	0	0	0	11.2480006	43.7710332						
1536	Rome (by Apr.-May 1782)	4	Rome	5	FALSE		0	1782	5	0	1782	4	12.4801802	41.8723889						
1536	Florence (May-Aug. 1782)	5	Florence	5	FALSE		0	1782	8	0	1782	5	11.2480006	43.7710332						
1536	Turin (Mar. 1783)	6	Turin	5	FALSE		0	1783	3	0	1783	3	7.6868565	45.070312						
1537	Florence	1	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332	1793	1793	FALSE	1793	1793	FALSE
1537	"Venice (28 Mar., 'Tomaso Diuton Inglese'; ASV IS 767)"	2	Venice	1	FALSE		0	0	0	0	0	0	12.3155151	45.4408474						
1539	Leghorn	2	Leghorn	1	FALSE		0	0	0	0	0	0	10.416111	43.520833	1725	1725	FALSE	1724	1724	FALSE
1539	Rome	3	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
1539	Tivoli	4	Tivoli	1	FALSE		0	0	0	0	0	0	12.8022261	41.959817						
1539	Florence	5	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332						
1539	Naples	6	Naples	1	FALSE		0	0	0	0	0	0	14.2681244	40.8517746						
1541	Padua (12 Jan.; Brown 2036)	1	Padua	1	FALSE		12	1764	1	12	1764	1	11.8767611	45.4064349	1764	1764	FALSE	1764	1764	FALSE
1543	"Naples (Mar.: sick,'past recovery'; Brand letters mss e, 20 Mar.,1792)"	1	Naples	1	FALSE		0	1792	3	0	1792	3	14.2681244	40.8517746	1792	1792	FALSE	1792	1792	FALSE
1544	Rome (by Nov. 1770-Sep. 1771)	1	Rome	1	FALSE		0	1771	9	0	1770	11	12.4801802	41.8723889	1771	1771	FALSE	1770	1770	FALSE
1544	Castel Gandolfo	1	Castel Gandolfo	1		1	0	0	0	0	0	0	12.6485192	41.7497932						
1544	Naples	2	Naples	1		1	0	0	0	0	0	0	14.2681244	40.8517746						
1545	Leghorn	1	Leghorn	1	FALSE		0	0	0	0	0	0	10.416111	43.520833	1766	1766	FALSE	1759	1759	FALSE
1547	Genoa	1	Genoa	1	FALSE		0	0	0	0	0	0	8.946256	44.4056499	1708	1708	FALSE	1708	1708	FALSE
1547	Turin	2	Turin	1	FALSE		0	0	0	0	0	0	7.6868565	45.070312						
1547	Milan (23 Jan. 1708)	3	Milan	1	FALSE		23	1708	1	23	1708	1	9.1859243	45.4654219						
1549	Florence (Nov. 1756)	2	Florence	1	FALSE		0	1756	11	0	1756	11	11.2480006	43.7710332	1757	1757	FALSE	1756	1756	FALSE
1549	Rome (Jan. 1757)	3	Rome	1	FALSE		0	1757	1	0	1757	1	12.4801802	41.8723889						
1550	Padua (16 Jun.; Brown 1932)	1	Padua	1	FALSE		16	1732	6	16	1732	6	11.8767611	45.4064349	1732	1732	FALSE	1732	1732	FALSE
1551	Padua (12 Sep.; Brown 1482)	1	Padua	1	FALSE		12	1715	9	12	1715	9	11.8767611	45.4064349	1715	1715	FALSE	1715	1715	FALSE
1552	Florence (May 1774-Mar. 1776)	1	Florence	1	FALSE		0	1776	3	0	1774	5	11.2480006	43.7710332	1777	1777	FALSE	1774	1774	FALSE
1552	Rome (Jul.)	2	Rome	1	FALSE		0	1776	7	0	1776	7	12.4801802	41.8723889						
1552	Florence (by 8 Aug. 1776-15 Feb. 1777-)	3	Florence	1	FALSE		15	1777	2	8	1776	8	11.2480006	43.7710332						
1553	"Florence ('scossesse', elected to the Accademia del Disegno; ASF AD 153)"	1	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332	1750	1750	FALSE	1750	1750	FALSE
1554	Padua (8 Feb. 1711)	1	Padua	1	FALSE		8	1711	2	8	1711	2	11.8767611	45.4064349	1712	1712	FALSE	1711	1711	FALSE
1554	Florence (-Sep. 1712)	2	Florence	1	FALSE		0	1712	9	0	1712	9	11.2480006	43.7710332						
1555	Capua (15 Jan.)	1	Capua	1	FALSE		15	1773	1	15	1773	1	14.2130486	41.1061258	1773	1773	FALSE	1773	1773	FALSE
1555	Naples (Jan.-Feb.)	2	Naples	1	FALSE		0	1773	2	0	1773	1	14.2681244	40.8517746						
1555	Capua (23 Feb.)	3	Capua	1	FALSE		23	1773	2	23	1773	2	14.2130486	41.1061258						
1555	Rome	4	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
1555	Venice (16 May)	5	Venice	1	FALSE		16	1773	5	16	1773	5	12.3155151	45.4408474						
1556	Florence (20-23 Aug.)	1	Florence	1	FALSE		23	1790	8	20	1790	8	11.2480006	43.7710332	1790	1790	FALSE	1790	1790	FALSE
1556	Venice (21-23 Oct.)	2	Venice	1	FALSE		23	1790	10	21	1790	10	12.3155151	45.4408474						
1557	Rome (by 25 Oct.)	1	Rome	1	FALSE		25	1788	10	25	1788	10	12.4801802	41.8723889	1788	1788	FALSE	1788	1788	FALSE
1558	Rome	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1764	1764	FALSE	1717	1717	FALSE
1559	Naples (1 Apr.: at Capua with Joshua Reynolds; ASN CRA 1257)	1	Naples	1	FALSE		1	1752	4	1	1752	4	14.2681244	40.8517746	1752	1752	FALSE	1752	1752	FALSE
1559	"Naples ('one of several young heirs of distinguished British families'; Gardenstone, 3:122)"	1	Naples	2	FALSE		0	0	0	0	0	0	14.2681244	40.8517746	1788	1788	FALSE	1788	1788	FALSE
1560	Leghorn (Dec. 1753)	1	Leghorn	1	FALSE		0	1753	12	0	1753	12	10.416111	43.520833	1754	1754	FALSE	1753	1753	FALSE
1560	Naples (Dec. 1753- Jan. 1754)	2	Naples	1	FALSE		0	1754	1	0	1753	12	14.2681244	40.8517746						
1560	Florence (Feb.)	1	Florence	2	FALSE		0	1756	2	0	1756	2	11.2480006	43.7710332	1756	1756	FALSE	1756	1756	FALSE
1561	Florence	1	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332	1777	1777	FALSE	1777	1777	FALSE
1561	Venice (by 19 May 1784)	1	Venice	2	FALSE		19	1784	5	19	1784	5	12.3155151	45.4408474	1785	1785	FALSE	1784	1784	FALSE
1561	Padua	2	Padua	2	FALSE		0	0	0	0	0	0	11.8767611	45.4064349						
1561	Genoa (autumn)	3	Genoa	2	FALSE		0	0	0	0	0	0	8.946256	44.4056499						
1561	Leghorn	4	Leghorn	2	FALSE		0	0	0	0	0	0	10.416111	43.520833						
1561	Florence	5	Florence	2	FALSE		0	0	0	0	0	0	11.2480006	43.7710332						
1561	Rome	6	Rome	2	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
1561	Naples	7	Naples	2	FALSE		0	0	0	0	0	0	14.2681244	40.8517746						
1561	Rome (Easter 1785)	8	Rome	2	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
1561	Mantua (by 11 May 1785)	9	Mantua	2	FALSE		11	1785	5	11	1785	5	10.7913751	45.1564168						
1561	Reggio	10	Reggio	2	FALSE		0	0	0	0	0	0	15.6472914	38.1113006						
1562				1											1764	1764	FALSE	1761	1761	FALSE
1563	Florence (29 Sep.-2 Dec. 1775-)	2	Florence	1	FALSE		2	1775	12	29	1775	9	11.2480006	43.7710332	1776	1776	FALSE	1775	1775	FALSE
1563	Rome (by Feb. 1776)	3	Rome	1	FALSE		0	1776	2	0	1776	2	12.4801802	41.8723889						
1563	Turin	4	Turin	1	FALSE		0	0	0	0	0	0	7.6868565	45.070312						
1564	Padua (5 Mar.: Brown 1168)	1	Padua	1	FALSE		5	1702	3	5	1702	3	11.8767611	45.4064349	1702	1702	FALSE	1702	1702	FALSE
1565	Leghorn	1	Leghorn	1	FALSE		0	0	0	0	0	0	10.416111	43.520833	1795	1795	FALSE	1795	1795	FALSE
1565	Verona (8 Apr.: 'il cavalier Enrico Luigi Edioaids Inglese'; ASV IS 783)	2	Verona	1	FALSE		8	1795	4	8	1795	4	10.9916215	45.4383842						
1566	"Rome ('Sig. Cavalier Uberto Eduard, Ing. Cato.' with his wife Anna Eleonora, three sons,a daughter, aged between 5,1, living by Trinità dei Monti; AVR SA, S.Andrea delle Fratte)"	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1741	1741	FALSE	1740	1740	FALSE
1567				1											1787	1787	FALSE	1787	1787	FALSE
1567	Bologna (3 Sep.)	1	Bologna	2	FALSE		3	1789	9	3	1789	9	11.3426163	44.494887	1789	1789	FALSE	1789	1789	FALSE
1567	Venice (27 Sep.)	2	Venice	2	FALSE		27	1789	9	27	1789	9	12.3155151	45.4408474						
1567	Venice (10-after 24 Sep. 1796)	1	Venice	3	FALSE		0	0	0	0	0	0	12.3155151	45.4408474	1797	1797	FALSE	1796	1796	FALSE
1567	Rome (28 Dec. 1796-2 Feb. 1797)	2	Rome	3	FALSE		2	1797	2	28	1796	12	12.4801802	41.8723889						
1567	Florence (-14 Feb.)	3	Florence	3	FALSE		14	1797	2	14	1797	2	11.2480006	43.7710332						
1568	Venice	1	Venice	1	FALSE		0	0	0	0	0	0	12.3155151	45.4408474	1821	1821	FALSE	1745	1745	FALSE
1569	Leghorn	1	Leghorn	1	FALSE		0	0	0	0	0	0	10.416111	43.520833	1776	1776	FALSE	1776	1776	FALSE
1570	Rome (-d. 10 Apr. 1720)	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1720	1720	FALSE	1701	1701	FALSE
1571	Rome (Nov. 1730)	1	Rome	1	FALSE		0	1730	11	0	1730	11	12.4801802	41.8723889	1733	1733	FALSE	1730	1730	FALSE
1571	Venice (Jun. 1731)	2	Venice	1	FALSE		0	1731	6	0	1731	6	12.3155151	45.4408474						
1571	Bologna	3	Bologna	1	FALSE		0	0	0	0	0	0	11.3426163	44.494887						
1571	Rome (summer 1732)	4	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889						
1571	Bologna	5	Bologna	1	FALSE		0	0	0	0	0	0	11.3426163	44.494887						
1571	Venice (by 26 Jun.-mid-Jul. 1733)	6	Venice	1	FALSE		0	1733	7	26	1733	6	12.3155151	45.4408474						
1574	Rome	1	Rome	1	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1716	1716	FALSE	1715	1715	FALSE
1575	Rome (by 3 May-20 Jul.)	1	Rome	1	FALSE		20	1724	7	3	1724	5	12.4801802	41.8723889	1724	1724	FALSE	1724	1724	FALSE
1575	Florence	2	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332						
1575	"Leghorn (Jun.: he insisted that Thomson, a warehouse keeper, should be kept imprisoned; SP 98/34, Skinner, 21 Jun.)"	1	Leghorn	2	FALSE		0	1732	6	0	1732	6	10.416111	43.520833	1732	1732	FALSE	1732	1732	FALSE
1578	Turin (by 15 Sep. 1782)	1	Turin	1	FALSE		15	1782	9	15	1782	9	7.6868565	45.070312	1783	1783	FALSE	1782	1782	FALSE
1578	Milan	2	Milan	1	FALSE		0	0	0	0	0	0	9.1859243	45.4654219						
1578	Rome (by 18 Feb.-3 Apr. 1783-)	3	Rome	1	FALSE		3	1783	4	18	1782	2	12.4801802	41.8723889						
1579	Milan (Apr.)	1	Milan	1	FALSE		0	1788	4	0	1788	4	9.1859243	45.4654219	1788	1788	FALSE	1788	1788	FALSE
1579	Venice (- 10 May)	2	Venice	1	FALSE		10	1788	5	10	1788	5	12.3155151	45.4408474						
1579	Padua	3	Padua	1	FALSE		0	0	0	0	0	0	11.8767611	45.4064349						
1580	Venice (Jun./Jul. 1729-1734)	1	Venice	1	FALSE		0	0	0	0	0	0	12.3155151	45.4408474	1734	1734	FALSE	1729	1729	FALSE
1581	Genoa (by 30 May)	1	Genoa	1	FALSE		30	1744	5	30	1744	5	8.946256	44.4056499	1744	1744	FALSE	1744	1744	FALSE
1581	Florence (24 Jun.-21 Jul.-)	2	Florence	1	FALSE		21	1744	7	24	1744	6	11.2480006	43.7710332						
1581	Rome (-22 Aug.)	3	Rome	1	FALSE		22	1744	8	22	1744	8	12.4801802	41.8723889						
1584	Turin (by 4 Oct.)	1	Turin	1	FALSE		4	1740	10	4	1740	10	7.6868565	45.070312	1741	1741	FALSE	1740	1740	FALSE
1584	Genoa	2	Genoa	1	FALSE		0	0	0	0	0	0	8.946256	44.4056499						
1584	Milan	3	Milan	1	FALSE		0	0	0	0	0	0	9.1859243	45.4654219						
1584	Florence (-Oct.)	4	Florence	1	FALSE		0	1740	10	0	1740	10	11.2480006	43.7710332						
1584	Rome (late Oct. 1740-Apr. 1741)	5	Rome	1	FALSE		0	1741	4	0	1740	10	12.4801802	41.8723889						
1584	Bologna	6	Bologna	1	FALSE		0	0	0	0	0	0	11.3426163	44.494887						
1584	Venice (May-12 Jun.)	7	Venice	1	FALSE		12	1741	6	0	1741	5	12.3155151	45.4408474						
1584	Padua (4 Jun.)	1	Padua	1		7	4	1741	6	4	1741	6	11.8767611	45.4064349						
1584	Venice (Dec. 1746-Jun. 1747)	1	Venice	2	FALSE		0	1747	6	0	1746	12	12.3155151	45.4408474	1747	1747	FALSE	1746	1746	FALSE
1584	Padua (by Jul.-Sep.)	2	Padua	2	FALSE		0	1747	9	0	1747	7	11.8767611	45.4064349						
1584	Padua (by 28 Jul. 1755)	1	Padua	3	FALSE		28	1755	7	28	1755	7	11.8767611	45.4064349	1756	1756	FALSE	1755	1755	FALSE
1584	Venice (Dec. 1755-Mar. 1756)	2	Venice	3	FALSE		0	1756	3	0	1755	12	12.3155151	45.4408474						
1584	Padua (Oct.)	1	Padua	4	FALSE		0	1761	10	0	1761	10	11.8767611	45.4064349	1761	1761	FALSE	1761	1761	FALSE
1584	Rome (7 Nov. 1766-Sep. 1767)	1	Rome	5	FALSE		0	1767	9	7	1766	11	12.4801802	41.8723889	1767	1767	FALSE	1766	1766	FALSE
1584	Naples (Sep.)	2	Naples	5	FALSE		0	1767	9	0	1767	9	14.2681244	40.8517746						
1584	Venice (Nov.)	3	Venice	5	FALSE		0	1767	11	0	1767	11	12.3155151	45.4408474						
1585	Florence (by 22 Nov. 1789)	1	Florence	1	FALSE		22	1789	11	22	1789	11	11.2480006	43.7710332	1790	1790	FALSE	1789	1789	FALSE
1585	Rome (by Jan.-Apr. 1790)	2	Rome	1	FALSE		0	1790	4	0	1790	1	12.4801802	41.8723889						
1585	Naples in Mar	1	Naples in Mar	1		2	0	0	0	0	0	0	-81.7948103	26.1420358						
1586	Turin (11 May 1756)	1	Turin	1	FALSE		11	1756	5	11	1756	5	7.6868565	45.070312	1757	1757	FALSE	1756	1756	FALSE
1586	Genoa	2	Genoa	1	FALSE		0	0	0	0	0	0	8.946256	44.4056499						
1586	Milan	3	Milan	1	FALSE		0	0	0	0	0	0	9.1859243	45.4654219						
1586	Parma	4	Parma	1	FALSE		0	0	0	0	0	0	10.3279036	44.801485						
1586	Bologna	5	Bologna	1	FALSE		0	0	0	0	0	0	11.3426163	44.494887						
1586	Florence (by 3 Jul.)	6	Florence	1	FALSE		3	1756	7	3	1756	7	11.2480006	43.7710332						
1586	Pisa	7	Pisa	1	FALSE		0	0	0	0	0	0	10.4016888	43.7228386						
1586	Lucca	8	Lucca	1	FALSE		0	0	0	0	0	0	10.4950609	43.8376211						
1586	Massa	9	Massa	1	FALSE		0	0	0	0	0	0	10.1393221	44.0354437						
1586	Carrara	10	Carrara	1	FALSE		0	0	0	0	0	0	10.097677	44.0793245						
1586	Rome (by 24 Nov.-Dec. 1756)	11	Rome	1	FALSE		0	1756	12	24	1756	11	12.4801802	41.8723889						
1586	Venice (18 May-14 Jun. 1757)	12	Venice	1	FALSE		14	1757	6	18	1756	5	12.3155151	45.4408474						
1587	Milan	1	Milan	1	FALSE		0	0	0	0	0	0	9.1859243	45.4654219	1791	1791	FALSE	1791	1791	FALSE
1587	Genoa (29-30 Jun.)	2	Genoa	1	FALSE		30	1791	6	29	1791	6	8.946256	44.4056499						
1587	Palermo (3 Oct.)	1	Palermo	2	FALSE		3	1799	10	3	1799	10	13.3612671	38.1156879	1799	1799	FALSE	1799	1799	FALSE
1588	Padua (2 Apr.: Brown 1497)	1	Padua	1	FALSE		2	1716	4	2	1716	4	11.8767611	45.4064349	1716	1716	FALSE	1716	1716	FALSE
1590	Rome (by 3 Dec. 1713-26 Jan. 1714-)	1	Rome	1	FALSE		26	1714	1	3	1713	12	12.4801802	41.8723889	1714	1714	FALSE	1713	1713	FALSE
1590	Padua (by Aug. 1714)	2	Padua	1	FALSE		0	1714	8	0	1714	8	11.8767611	45.4064349						
1591	Leghorn (30 Jan.-Mar. 1794-)	1	Leghorn	1	FALSE		0	1794	3	30	1794	1	10.416111	43.520833	1797	1797	FALSE	1794	1794	FALSE
1591	Florence	2	Florence	1	FALSE		0	0	0	0	0	0	11.2480006	43.7710332						
1591	Milan	3	Milan	1	FALSE		0	0	0	0	0	0	9.1859243	45.4654219						
1591	Naples (Oct.-Nov.)	5	Naples	1	FALSE		0	1794	11	0	1794	10	14.2681244	40.8517746						
1591	Rome (by 25 Dec. 1796-Jan. 1797)	6	Rome	1	FALSE		0	1797	1	25	1796	12	12.4801802	41.8723889						
1591	Naples (by 12-15 Jan. 1797)	7	Naples	1	FALSE		15	1797	1	12	1797	1	14.2681244	40.8517746						
1591	Porto Ferraio (22 Jan.)	8	Porto Ferraio	1	FALSE		22	1797	1	22	1797	1	10.3211801	42.8108565						
1592	"Genoa (31 May: he docked for a day; Gibbon Journey, 78)"	1	Genoa	1	FALSE		31	1764	5	31	1764	5	8.946256	44.4056499	1764	1764	FALSE	1764	1764	FALSE
1593	"Leghorn (30 Jun.: Add.35536, f.368)"	1	Leghorn	1	FALSE		30	1786	6	30	1786	6	10.416111	43.520833	1786	1786	FALSE	1786	1786	FALSE
1594				1											1731	1731	FALSE	1731	1731	FALSE
1595	Rome (1755-7-)	1	Rome	1	FALSE		0	1757	0	0	1755	0	12.4801802	41.8723889	1779	1779	FALSE	1755	1755	FALSE
1595	Massa (by 1767- 1779)	2	Massa	1	FALSE		0	1779	0	0	1767	0	10.1393221	44.0354437						
1596	Pisa (May)	1	Pisa	1	FALSE		0	1732	5	0	1732	5	10.4016888	43.7228386	1732	1732	FALSE	1732	1732	FALSE
1596	Florence (by 5 May)	2	Florence	1	FALSE		5	1732	5	5	1732	5	11.2480006	43.7710332						
1596	Capua (26 Dec. 1763)	1	Capua	2	FALSE		26	1763	12	26	1763	12	14.2130486	41.1061258	1764	1764	FALSE	1763	1763	FALSE
1596	Naples (Dec.-)	2	Naples	2	FALSE		0	1763	12	0	1763	12	14.2681244	40.8517746						
1598				1											1746	1746	FALSE	1746	1746	FALSE
1598	Florence (Nov. 1764)	1	Florence	2	FALSE		0	1764	11	0	1764	11	11.2480006	43.7710332	1765	1765	FALSE	1764	1764	FALSE
1598	Naples (Jan. 1765)	2	Naples	2	FALSE		0	1765	1	0	1765	1	14.2681244	40.8517746						
1598	Genoa (Dec. 1765)	3	Genoa	2	FALSE		0	1765	12	0	1765	12	8.946256	44.4056499						
1598	Rome (Easter 1771)	1	Rome	3	FALSE		0	0	0	0	0	0	12.4801802	41.8723889	1772	1772	FALSE	1771	1771	FALSE
1598	Pisa	2	Pisa	3	FALSE		0	0	0	0	0	0	10.4016888	43.7228386						
1598	Leghorn (-22 Apr. 1772)	3	Leghorn	3	FALSE		22	1772	4	22	1772	4	10.416111	43.520833						
